,Section_title,Section_id
55,DE ORIGINE IURIS ET OMNIUM MAGISTRATUUM ET SUCCESSIONE PRUDENTIUM,1
56,DE ORIGINE IURIS ET OMNIUM MAGISTRATUUM ET SUCCESSIONE PRUDENTIUM,1
57,DE ORIGINE IURIS ET OMNIUM MAGISTRATUUM ET SUCCESSIONE PRUDENTIUM,1
58,DE ORIGINE IURIS ET OMNIUM MAGISTRATUUM ET SUCCESSIONE PRUDENTIUM,1
59,DE ORIGINE IURIS ET OMNIUM MAGISTRATUUM ET SUCCESSIONE PRUDENTIUM,1
60,DE ORIGINE IURIS ET OMNIUM MAGISTRATUUM ET SUCCESSIONE PRUDENTIUM,1
61,DE ORIGINE IURIS ET OMNIUM MAGISTRATUUM ET SUCCESSIONE PRUDENTIUM,1
62,DE ORIGINE IURIS ET OMNIUM MAGISTRATUUM ET SUCCESSIONE PRUDENTIUM,1
63,DE ORIGINE IURIS ET OMNIUM MAGISTRATUUM ET SUCCESSIONE PRUDENTIUM,1
64,DE ORIGINE IURIS ET OMNIUM MAGISTRATUUM ET SUCCESSIONE PRUDENTIUM,1
65,DE ORIGINE IURIS ET OMNIUM MAGISTRATUUM ET SUCCESSIONE PRUDENTIUM,1
66,DE ORIGINE IURIS ET OMNIUM MAGISTRATUUM ET SUCCESSIONE PRUDENTIUM,1
67,DE ORIGINE IURIS ET OMNIUM MAGISTRATUUM ET SUCCESSIONE PRUDENTIUM,1
68,DE ORIGINE IURIS ET OMNIUM MAGISTRATUUM ET SUCCESSIONE PRUDENTIUM,1
69,DE ORIGINE IURIS ET OMNIUM MAGISTRATUUM ET SUCCESSIONE PRUDENTIUM,1
70,DE ORIGINE IURIS ET OMNIUM MAGISTRATUUM ET SUCCESSIONE PRUDENTIUM,1
71,DE ORIGINE IURIS ET OMNIUM MAGISTRATUUM ET SUCCESSIONE PRUDENTIUM,1
72,DE ORIGINE IURIS ET OMNIUM MAGISTRATUUM ET SUCCESSIONE PRUDENTIUM,1
73,DE ORIGINE IURIS ET OMNIUM MAGISTRATUUM ET SUCCESSIONE PRUDENTIUM,1
74,DE ORIGINE IURIS ET OMNIUM MAGISTRATUUM ET SUCCESSIONE PRUDENTIUM,1
75,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
76,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
77,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
78,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
79,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
80,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
81,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
82,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
83,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
84,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
85,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
86,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
87,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
88,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
89,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
90,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
91,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
92,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
93,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
94,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
95,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
96,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
97,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
98,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
99,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
100,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
101,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
102,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
103,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
104,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
105,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
106,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
107,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
108,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
109,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
110,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
111,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
112,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
113,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
114,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
115,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
116,DE LEGIBUS SENATUSQUE CONSULTIS ET LONGA CONSUETUDINE,2
117,DE CONSTITUTIONIBUS PRINCIPUM,3
118,DE CONSTITUTIONIBUS PRINCIPUM,3
119,DE CONSTITUTIONIBUS PRINCIPUM,3
120,DE CONSTITUTIONIBUS PRINCIPUM,3
121,DE CONSTITUTIONIBUS PRINCIPUM,3
122,DE CONSTITUTIONIBUS PRINCIPUM,3
123,DE STATU HOMINUM,4
124,DE STATU HOMINUM,4
125,DE STATU HOMINUM,4
126,DE STATU HOMINUM,4
127,DE STATU HOMINUM,4
128,DE STATU HOMINUM,4
129,DE STATU HOMINUM,4
130,DE STATU HOMINUM,4
131,DE STATU HOMINUM,4
132,DE STATU HOMINUM,4
133,DE STATU HOMINUM,4
134,DE STATU HOMINUM,4
135,DE STATU HOMINUM,4
136,DE STATU HOMINUM,4
137,DE STATU HOMINUM,4
138,DE STATU HOMINUM,4
139,DE STATU HOMINUM,4
140,DE STATU HOMINUM,4
141,DE STATU HOMINUM,4
142,DE STATU HOMINUM,4
143,DE STATU HOMINUM,4
144,DE STATU HOMINUM,4
145,DE STATU HOMINUM,4
146,DE STATU HOMINUM,4
147,DE STATU HOMINUM,4
148,DE STATU HOMINUM,4
149,DE STATU HOMINUM,4
150,DE STATU HOMINUM,4
151,DE STATU HOMINUM,4
152,DE STATU HOMINUM,4
153,DE STATU HOMINUM,4
154,DE STATU HOMINUM,4
155,DE STATU HOMINUM,4
156,DE HIS QUI SUI VEL ALIENI IURIS SUNT,5
157,DE HIS QUI SUI VEL ALIENI IURIS SUNT,5
158,DE HIS QUI SUI VEL ALIENI IURIS SUNT,5
159,DE HIS QUI SUI VEL ALIENI IURIS SUNT,5
160,DE HIS QUI SUI VEL ALIENI IURIS SUNT,5
161,DE HIS QUI SUI VEL ALIENI IURIS SUNT,5
162,DE HIS QUI SUI VEL ALIENI IURIS SUNT,5
163,DE HIS QUI SUI VEL ALIENI IURIS SUNT,5
164,DE HIS QUI SUI VEL ALIENI IURIS SUNT,5
165,DE HIS QUI SUI VEL ALIENI IURIS SUNT,5
166,DE HIS QUI SUI VEL ALIENI IURIS SUNT,5
167,DE HIS QUI SUI VEL ALIENI IURIS SUNT,5
168,DE HIS QUI SUI VEL ALIENI IURIS SUNT,5
169,DE HIS QUI SUI VEL ALIENI IURIS SUNT,5
170,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
171,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
172,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
173,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
174,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
175,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
176,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
177,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
178,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
179,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
180,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
181,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
182,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
183,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
184,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
185,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
186,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
187,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
188,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
189,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
190,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
191,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
192,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
193,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
194,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
195,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
196,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
197,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
198,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
199,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
200,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
201,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
202,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
203,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
204,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
205,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
206,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
207,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
208,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
209,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
210,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
211,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
212,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
213,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
214,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
215,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
216,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
217,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
218,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
219,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
220,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
221,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
222,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
223,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
224,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
225,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
226,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
227,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
228,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
229,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
230,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
231,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
232,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
233,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
234,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
235,DE ADOPTIONIBUS ET EMANCIPATIONIBUS ET ALIIS MODIS QUIBUS POTESTAS SOLVITUR,6
236,DE DIVISIONE RERUM ET QUALITATE,7
237,DE DIVISIONE RERUM ET QUALITATE,7
238,DE DIVISIONE RERUM ET QUALITATE,7
239,DE DIVISIONE RERUM ET QUALITATE,7
240,DE DIVISIONE RERUM ET QUALITATE,7
241,DE DIVISIONE RERUM ET QUALITATE,7
242,DE DIVISIONE RERUM ET QUALITATE,7
243,DE DIVISIONE RERUM ET QUALITATE,7
244,DE DIVISIONE RERUM ET QUALITATE,7
245,DE DIVISIONE RERUM ET QUALITATE,7
246,DE DIVISIONE RERUM ET QUALITATE,7
247,DE DIVISIONE RERUM ET QUALITATE,7
248,DE DIVISIONE RERUM ET QUALITATE,7
249,DE DIVISIONE RERUM ET QUALITATE,7
250,DE DIVISIONE RERUM ET QUALITATE,7
251,DE DIVISIONE RERUM ET QUALITATE,7
252,DE DIVISIONE RERUM ET QUALITATE,7
253,DE DIVISIONE RERUM ET QUALITATE,7
254,DE DIVISIONE RERUM ET QUALITATE,7
255,DE DIVISIONE RERUM ET QUALITATE,7
256,DE DIVISIONE RERUM ET QUALITATE,7
257,DE DIVISIONE RERUM ET QUALITATE,7
258,DE DIVISIONE RERUM ET QUALITATE,7
259,DE DIVISIONE RERUM ET QUALITATE,7
260,DE DIVISIONE RERUM ET QUALITATE,7
261,DE DIVISIONE RERUM ET QUALITATE,7
262,DE DIVISIONE RERUM ET QUALITATE,7
263,DE SENATORIBUS,8
264,DE SENATORIBUS,8
265,DE SENATORIBUS,8
266,DE SENATORIBUS,8
267,DE SENATORIBUS,8
268,DE SENATORIBUS,8
269,DE SENATORIBUS,8
270,DE SENATORIBUS,8
271,DE SENATORIBUS,8
272,DE SENATORIBUS,8
273,DE SENATORIBUS,8
274,DE SENATORIBUS,8
275,DE SENATORIBUS,8
276,DE SENATORIBUS,8
277,DE SENATORIBUS,8
278,DE SENATORIBUS,8
279,DE SENATORIBUS,8
280,DE OFFICIO CONSULIS,9
281,DE OFFICIO CONSULIS,9
282,DE OFFICIO CONSULIS,9
283,DE OFFICIO PRAEFECTI PRAETORIO,10
284,DE OFFICIO PRAEFECTI PRAETORIO,10
285,DE OFFICIO PRAEFECTI PRAETORIO,10
286,DE OFFICIO PRAEFECTI URBI,11
287,DE OFFICIO PRAEFECTI URBI,11
288,DE OFFICIO PRAEFECTI URBI,11
289,DE OFFICIO PRAEFECTI URBI,11
290,DE OFFICIO PRAEFECTI URBI,11
291,DE OFFICIO PRAEFECTI URBI,11
292,DE OFFICIO PRAEFECTI URBI,11
293,DE OFFICIO PRAEFECTI URBI,11
294,DE OFFICIO PRAEFECTI URBI,11
295,DE OFFICIO PRAEFECTI URBI,11
296,DE OFFICIO PRAEFECTI URBI,11
297,DE OFFICIO PRAEFECTI URBI,11
298,DE OFFICIO PRAEFECTI URBI,11
299,DE OFFICIO PRAEFECTI URBI,11
300,DE OFFICIO PRAEFECTI URBI,11
301,DE OFFICIO PRAEFECTI URBI,11
302,DE OFFICIO PRAEFECTI URBI,11
303,DE OFFICIO QUAESTORIS,12
304,DE OFFICIO QUAESTORIS,12
305,DE OFFICIO QUAESTORIS,12
306,DE OFFICIO QUAESTORIS,12
307,DE OFFICIO QUAESTORIS,12
308,DE OFFICIO PRAETORUM,13
309,DE OFFICIO PRAETORUM,13
310,DE OFFICIO PRAETORUM,13
311,DE OFFICIO PRAETORUM,13
312,DE OFFICIO PRAEFECTI VIGILUM,14
313,DE OFFICIO PRAEFECTI VIGILUM,14
314,DE OFFICIO PRAEFECTI VIGILUM,14
315,DE OFFICIO PRAEFECTI VIGILUM,14
316,DE OFFICIO PRAEFECTI VIGILUM,14
317,DE OFFICIO PRAEFECTI VIGILUM,14
318,DE OFFICIO PRAEFECTI VIGILUM,14
319,DE OFFICIO PRAEFECTI VIGILUM,14
320,DE OFFICIO PRAEFECTI VIGILUM,14
321,DE OFFICIO PROCONSULIS ET LEGATI,15
322,DE OFFICIO PROCONSULIS ET LEGATI,15
323,DE OFFICIO PROCONSULIS ET LEGATI,15
324,DE OFFICIO PROCONSULIS ET LEGATI,15
325,DE OFFICIO PROCONSULIS ET LEGATI,15
326,DE OFFICIO PROCONSULIS ET LEGATI,15
327,DE OFFICIO PROCONSULIS ET LEGATI,15
328,DE OFFICIO PROCONSULIS ET LEGATI,15
329,DE OFFICIO PROCONSULIS ET LEGATI,15
330,DE OFFICIO PROCONSULIS ET LEGATI,15
331,DE OFFICIO PROCONSULIS ET LEGATI,15
332,DE OFFICIO PROCONSULIS ET LEGATI,15
333,DE OFFICIO PROCONSULIS ET LEGATI,15
334,DE OFFICIO PROCONSULIS ET LEGATI,15
335,DE OFFICIO PROCONSULIS ET LEGATI,15
336,DE OFFICIO PROCONSULIS ET LEGATI,15
337,DE OFFICIO PROCONSULIS ET LEGATI,15
338,DE OFFICIO PROCONSULIS ET LEGATI,15
339,DE OFFICIO PROCONSULIS ET LEGATI,15
340,DE OFFICIO PROCONSULIS ET LEGATI,15
341,DE OFFICIO PROCONSULIS ET LEGATI,15
342,DE OFFICIO PROCONSULIS ET LEGATI,15
343,DE OFFICIO PROCONSULIS ET LEGATI,15
344,DE OFFICIO PROCONSULIS ET LEGATI,15
345,DE OFFICIO PROCONSULIS ET LEGATI,15
346,DE OFFICIO PROCONSULIS ET LEGATI,15
347,DE OFFICIO PROCONSULIS ET LEGATI,15
348,DE OFFICIO PROCONSULIS ET LEGATI,15
349,DE OFFICIO PROCONSULIS ET LEGATI,15
350,DE OFFICIO PROCONSULIS ET LEGATI,15
351,DE OFFICIO PROCONSULIS ET LEGATI,15
352,DE OFFICIO PROCONSULIS ET LEGATI,15
353,DE OFFICIO PROCONSULIS ET LEGATI,15
354,DE OFFICIO PROCONSULIS ET LEGATI,15
355,DE OFFICIO PROCONSULIS ET LEGATI,15
356,DE OFFICIO PRAEFECTI AUGUSTALIS,16
357,DE OFFICIO PRAESIDIS,17
358,DE OFFICIO PRAESIDIS,17
359,DE OFFICIO PRAESIDIS,17
360,DE OFFICIO PRAESIDIS,17
361,DE OFFICIO PRAESIDIS,17
362,DE OFFICIO PRAESIDIS,17
363,DE OFFICIO PRAESIDIS,17
364,DE OFFICIO PRAESIDIS,17
365,DE OFFICIO PRAESIDIS,17
366,DE OFFICIO PRAESIDIS,17
367,DE OFFICIO PRAESIDIS,17
368,DE OFFICIO PRAESIDIS,17
369,DE OFFICIO PRAESIDIS,17
370,DE OFFICIO PRAESIDIS,17
371,DE OFFICIO PRAESIDIS,17
372,DE OFFICIO PRAESIDIS,17
373,DE OFFICIO PRAESIDIS,17
374,DE OFFICIO PRAESIDIS,17
375,DE OFFICIO PRAESIDIS,17
376,DE OFFICIO PRAESIDIS,17
377,DE OFFICIO PRAESIDIS,17
378,DE OFFICIO PRAESIDIS,17
